"HHID","PID","PID_Old","HHID_old","DynID","h2q1","h2q3","h2q4","h2q5","h2q6","h2q7","h2q8","h2q9a","h2q9b","h2q9c","h2q10","h2q11","h2q13_1","h2q13_2","wgt_X"
"H01801-04-01","P01801-006","102100170106",1021001701,1801,4,2,3,12,,1,7,3,7,2006,,1,,,1874.79821777344
"H01801-04-01","P01801-007","102100170107",1021001701,1801,5,2,8,12,,1,10,30,10,2003,5,1,,,1874.79821777344
"H01801-04-01","P01801-008","102100170108",1021001701,1801,6,1,8,12,,1,14,27,7,1999,5,1,,,1874.79821777344
"H01806-04-01","P01806-002","102100170602",1021001706,1806,1,2,1,12,,1,34,29,10,1979,3,1,,,937.399108886719
"H01806-04-01","P01806-004","102100170604",1021001706,1806,2,2,3,12,,1,9,27,10,2004,,1,,,937.399108886719
"H01806-04-01","P01806-009","102100170609",1021001706,1806,3,2,3,12,,1,3,29,9,2010,,1,,,937.399108886719
"H01806-04-01","P01806-011","210210017060103",1021001706,1806,4,2,3,12,,1,8,1,1,2006,,1,,,937.399108886719
"H01806-04-01","P01806-012","210210017060104",1021001706,1806,5,1,3,12,,1,5,21,5,2008,,1,,,937.399108886719
"H01806-04-02","P01806-001","102100170601",2102100170601,1806,1,1,1,8,20,1,36,99,99,1978,1,1,,,937.399108886719
"H01806-04-02","P01806-010","210210017060102",2102100170601,1806,2,2,2,8,20,1,24,99,99,1990,1,1,,,937.399108886719
"H01806-04-02","P01806-013","210210017060105",2102100170601,1806,3,2,3,8,20,1,3,5,1,2011,,1,,,937.399108886719
"H01806-04-02","P01806-014","210210017060106",2102100170601,1806,4,1,3,8,20,1,1,12,11,2012,,1,,,937.399108886719
"H01806-04-02","P01806-015",,2102100170601,,5,2,3,8,1,1,0,5,2,2014,,1,,,937.399108886719
"H01809-04-01","P01809-001","102100170901",1021001709,1809,1,2,1,12,,1,38,99,99,1975,4,1,,,1874.79821777344
"H01809-04-01","P01809-002","102100170902",1021001709,1809,2,2,3,12,,2,19,1,1,1995,5,1,,,1874.79821777344
"H01809-04-01","P01809-003","102100170903",1021001709,1809,3,2,3,12,,2,16,3,3,1997,5,1,,,1874.79821777344
"H01809-04-01","P01809-004","102100170904",1021001709,1809,4,2,3,12,,1,14,14,11,1999,5,1,,,1874.79821777344
"H01809-04-01","P01809-006","102100170906",1021001709,1809,5,2,7,12,,1,24,15,12,1989,5,1,,,1874.79821777344
"H01809-04-01","P01809-012",,1021001709,,6,2,7,12,,1,7,99,99,2006,,1,,,1874.79821777344
"H01809-04-01","P01809-013",,1021001709,,7,1,7,12,,1,4,99,99,2009,,1,,,1874.79821777344
"H01813-04-01","P01813-001","102100171301",1021001713,1813,1,2,1,12,,1,64,12,11,1949,4,1,,,1874.79821777344
"H01813-04-01","P01813-004","102100171304",1021001713,1813,7,1,4,12,,1,19,12,10,1994,5,1,,,1874.79821777344
"H01813-04-01","P01813-005","102100171305",1021001713,1813,8,1,4,12,,1,18,6,12,1995,5,1,,,1874.79821777344
"H01813-04-01","P01813-006","102100171306",1021001713,1813,6,1,3,12,,1,36,7,2,1978,3,1,,,1874.79821777344
"H01813-04-01","P01813-010","102100171310",1021001713,1813,11,2,4,4,15,3,18,24,3,1996,5,1,,,1874.79821777344
"H01813-04-01","P01813-014",,1021001713,,12,2,4,12,,2,11,23,5,2003,5,1,,,1874.79821777344
"H02108-04-01","P02108-001","102100200801",1021002008,2108,1,2,1,12,,1,33,99,99,1980,3,1,,,1874.79821777344
"H02108-04-01","P02108-002","102100200802",1021002008,2108,2,1,3,12,,4,11,22,2,2002,5,1,,,1874.79821777344
"H02108-04-01","P02108-003","102100200803",1021002008,2108,3,1,3,12,,4,7,3,3,2006,,1,,,1874.79821777344
"H02108-04-01","P02108-004","102100200804",1021002008,2108,4,1,3,12,,1,5,25,8,2008,,1,,,1874.79821777344
"H02108-04-01","P02108-005",,1021002008,,5,1,3,12,,1,1,27,3,2012,,1,,,1874.79821777344
"H02110-04-01","P02110-001","102100201001",1021002010,2110,1,1,1,12,,1,72,99,4,1941,1,1,,,1874.79821777344
"H02110-04-01","P02110-002","102100201002",1021002010,2110,2,2,2,12,,1,43,99,11,1969,1,1,,,1874.79821777344
"H02110-04-01","P02110-003","102100201003",1021002010,2110,3,2,3,12,,2,21,99,8,1992,5,1,,,1874.79821777344
"H02110-04-01","P02110-004","102100201004",1021002010,2110,4,1,3,3,15,3,19,99,9,1994,5,1,,,1874.79821777344
"H02110-04-01","P02110-007","102100201006",1021002010,2110,5,1,4,12,,2,8,99,99,2005,,1,,,1874.79821777344
"H02111-04-01","P02111-001","102100201101",1021002011,2111,1,1,1,12,,2,41,99,99,1972,1,1,,,1874.79821777344
"H02111-04-01","P02111-002","102100201102",1021002011,2111,2,2,2,12,,1,37,12,8,1976,1,1,,,1874.79821777344
"H02111-04-01","P02111-003","102100201103",1021002011,2111,3,1,3,9,15,1,15,25,12,1998,5,1,,,1874.79821777344
"H02111-04-01","P02111-004","102100201104",1021002011,2111,4,1,3,12,,1,14,31,1,2000,5,1,,,1874.79821777344
"H02111-04-01","P02111-005","102100201105",1021002011,2111,5,1,3,12,,1,11,25,5,2002,5,1,,,1874.79821777344
"H02111-04-01","P02111-006","102100201106",1021002011,2111,6,1,3,12,,1,10,27,3,2004,5,1,,,1874.79821777344
"H02111-04-01","P02111-007","102100201107",1021002011,2111,7,1,3,12,,1,8,31,12,2005,,1,,,1874.79821777344
"H02111-04-01","P02111-008","102100201108",1021002011,2111,8,2,3,12,,1,7,6,6,2006,,1,,,1874.79821777344
"H02111-04-01","P02111-009","102100201109",1021002011,2111,9,1,3,12,,1,4,9,10,2009,,1,,,1874.79821777344
"H02111-04-01","P02111-011","102100201111",1021002011,2111,10,2,8,12,,1,20,18,8,1993,5,1,,,1874.79821777344
"H02111-04-01","P02111-012","102100201112",1021002011,2111,11,1,7,12,,1,12,22,5,2001,5,1,,,1874.79821777344
"H02113-04-01","P02113-001","102100201301",1021002013,2113,1,2,1,12,,1,44,99,99,1969,4,1,,,1874.79821777344
"H02113-04-01","P02113-005","102100201305",1021002013,2113,2,1,3,8,15,3,24,10,6,1989,5,1,,,1874.79821777344
"H02113-04-01","P02113-006","102100201306",1021002013,2113,3,2,3,12,,2,22,22,4,1991,5,1,,,1874.79821777344
"H02113-04-01","P02113-007","102100201307",1021002013,2113,4,1,3,12,,2,21,25,3,1992,5,1,,,1874.79821777344
"H02113-04-01","P02113-008","102100201308",1021002013,2113,5,1,3,5,15,4,18,11,3,1995,5,1,,,1874.79821777344
"H02113-04-01","P02113-010","102100201310",1021002013,2113,6,1,8,12,,1,10,99,99,2003,5,1,,,1874.79821777344
"H02113-04-01","P02113-011","102100201311",1021002013,2113,7,2,8,12,,1,10,99,99,2003,5,1,,,1874.79821777344
"H02113-04-01","P02113-014",,1021002013,,8,2,8,10,20,1,5,99,99,2008,,1,,,1874.79821777344
"H02203-04-01","P02203-002","102100210302",1021002103,2203,2,2,1,12,,2,40,99,99,1973,1,1,,,1874.79821777344
"H02203-04-01","P02203-003","102100210303",1021002103,2203,3,2,3,12,,1,20,9,10,1993,5,1,,,1874.79821777344
"H02203-04-01","P02203-004","102100210304",1021002103,2203,4,1,3,12,,1,16,27,4,1997,5,1,,,1874.79821777344
"H02203-04-01","P02203-005","102100210305",1021002103,2203,5,2,3,12,,1,15,17,5,1998,5,1,,,1874.79821777344
"H02203-04-01","P02203-006","102100210306",1021002103,2203,7,2,7,12,,1,15,99,9,1998,5,1,,,1874.79821777344
"H02203-04-01","P02203-007","102100210307",1021002103,2203,6,2,3,12,,1,8,17,9,2005,,1,,,1874.79821777344
"H02205-04-01","P02205-001","102100210501",1021002105,2205,1,1,1,12,,2,54,99,12,1959,1,1,,,1874.79821777344
"H02205-04-01","P02205-002","102100210502",1021002105,2205,2,2,2,12,,1,51,25,5,1963,1,1,,,1874.79821777344
"H02205-04-01","P02205-003","102100210503",1021002105,2205,3,2,3,12,,2,23,1,8,1990,5,1,,,1874.79821777344
"H02205-04-01","P02205-004","102100210504",1021002105,2205,4,2,3,12,,3,22,20,2,1992,5,1,,,1874.79821777344
"H02205-04-01","P02205-005","102100210505",1021002105,2205,5,2,3,6,15,4,16,3,3,1998,5,1,,,1874.79821777344
"H02205-04-01","P02205-006","102100210506",1021002105,2205,6,2,3,5,15,4,13,18,7,2000,5,1,,,1874.79821777344
"H02205-04-01","P02205-007","102100210507",1021002105,2205,7,2,8,6,15,4,10,25,10,2003,5,1,,,1874.79821777344
"H02205-04-01","P02205-011",,1021002105,,8,1,8,12,,1,41,99,99,1972,5,1,,,1874.79821777344
"H02205-04-01","P02205-012",,1021002105,,9,2,10,3,20,4,32,99,99,1981,5,1,,,1874.79821777344
"H02206-04-01","P02206-001","102100210601",1021002106,2206,1,1,1,12,,1,44,99,11,1969,1,1,,,1874.79821777344
"H02206-04-01","P02206-002","102100210602",1021002106,2206,2,1,3,12,,1,14,24,12,1998,5,1,,,1874.79821777344
"H02206-04-01","P02206-003","102100210603",1021002106,2206,3,2,3,12,,1,10,99,99,2003,5,1,,,1874.79821777344
"H02206-04-01","P02206-005","102100210605",1021002106,2206,4,2,2,12,,1,26,99,6,1987,1,1,,,1874.79821777344
"H02206-04-01","P02206-006",,1021002106,,5,1,3,12,,1,1,14,2,2012,,1,,,1874.79821777344
"H02207-04-01","P02207-001","102100210701",1021002107,2207,1,2,1,12,,1,45,3,10,1968,1,1,,,1874.79821777344
"H02207-04-01","P02207-003","102100210703",1021002107,2207,3,1,3,3,15,3,15,21,5,1998,5,1,,,1874.79821777344
"H02207-04-01","P02207-004","102100210704",1021002107,2207,4,2,3,3,15,3,12,10,10,2001,5,1,,,1874.79821777344
"H02207-04-01","P02207-005","102100210705",1021002107,2207,5,1,2,12,,1,45,99,8,1968,1,1,,,1874.79821777344
"H02207-04-01","P02207-006",,1021002107,,6,1,7,7,20,1,6,99,7,2007,,1,,,1874.79821777344
"H02304-04-01","P02304-001","102100220401",1021002204,2304,1,1,1,12,,2,30,99,9,1983,1,1,,,1874.79821777344
"H02304-04-01","P02304-002","102100220402",1021002204,2304,2,2,2,12,,1,28,99,11,1985,1,1,,,1874.79821777344
"H02305-04-01","P02305-001","102100220501",1021002205,2305,1,2,1,12,,1,73,99,2,1940,4,1,,,1874.79821777344
"H02305-04-01","P02305-002","102100220502",1021002205,2305,2,2,4,12,,2,24,99,99,1989,5,1,,,1874.79821777344
"H02305-04-01","P02305-003","102100220503",1021002205,2305,3,2,4,12,,2,22,99,99,1991,5,1,,,1874.79821777344
"H02305-04-01","P02305-004","102100220504",1021002205,2305,4,2,4,12,,1,12,3,6,2001,5,1,,,1874.79821777344
"H02310-04-01","P02310-001","102100221001",1021002210,2310,1,2,1,12,,1,63,14,8,1950,4,1,,,1874.79821777344
"H02310-04-01","P02310-002","102100221002",1021002210,2310,2,2,3,12,,1,40,9,10,1973,5,1,,,1874.79821777344
"H02310-04-01","P02310-003","102100221003",1021002210,2310,3,2,4,12,,1,19,14,2,1995,5,1,,,1874.79821777344
"H02310-04-01","P02310-005","102100221005",1021002210,2310,4,2,4,12,,1,12,99,2,2002,5,1,,,1874.79821777344
"H02401-04-01","P02401-001","102100230101",1021002301,2401,1,1,1,12,,1,36,99,99,1977,1,1,,,1874.79821777344
"H02407-04-01","P02407-001","102100230701",1021002307,2407,1,1,1,12,,1,41,13,1,1973,5,1,,,1874.79821777344
"H02409-04-01","P02409-001","102100230901",1021002309,2409,1,2,1,12,,1,43,12,12,1970,3,1,,,1874.79821777344
"H02412-04-01","P02412-001","102100231201",1021002312,2412,1,2,2,12,,2,31,99,11,1982,1,2,2,208,1874.79821777344
"H02412-04-01","P02412-002","102100231202",1021002312,2412,2,2,8,3,15,1,12,10,4,2001,5,2,2,208,1874.79821777344
"H02412-04-01","P02412-003","102100231203",1021002312,2412,3,1,3,12,,1,9,10,3,2004,,2,2,208,1874.79821777344
"H02412-04-01","P02412-004","102100231204",1021002312,2412,4,1,3,12,,1,7,20,9,2006,,2,2,208,1874.79821777344
"H02412-04-01","P02412-005","102100231205",1021002312,2412,5,1,3,12,,1,4,20,3,2009,,2,2,208,1874.79821777344
"H02412-04-01","P02412-006","102100231206",1021002312,2412,6,1,1,12,,1,39,5,5,1974,1,1,,,1874.79821777344
"H02412-04-01","P02412-007","102100231207",1021002312,2412,7,2,3,12,,1,2,3,12,2011,,2,2,208,1874.79821777344
"H02507-04-01","P02507-001","102100240701",1021002407,2507,1,1,1,12,,1,42,99,99,1971,1,1,,,1874.79809570313
"H02507-04-01","P02507-002","102100240702",1021002407,2507,2,2,2,12,,1,33,13,12,1980,1,1,,,1874.79809570313
"H02507-04-01","P02507-003","102100240703",1021002407,2507,3,2,3,12,,1,12,13,12,2001,5,1,,,1874.79809570313
"H02507-04-01","P02507-004","102100240704",1021002407,2507,4,2,3,12,,1,10,13,7,2003,5,1,,,1874.79809570313
"H02507-04-01","P02507-005","102100240705",1021002407,2507,5,1,3,12,,1,7,10,1,2007,,1,,,1874.79809570313
"H02507-04-01","P02507-006","102100240706",1021002407,2507,6,1,3,12,,1,2,7,1,2012,,1,,,1874.79809570313
"H02601-04-01","P02601-006","102100250106",1021002501,2601,1,1,1,12,,1,25,25,8,1988,5,1,,,937.399108886719
"H02601-04-02","P02601-001","102100250101",2102100250103,2601,1,1,1,12,,1,59,20,6,1954,1,1,,,937.399108886719
"H02601-04-02","P02601-002","102100250102",2102100250103,2601,2,2,2,12,,2,51,25,5,1962,1,1,,,937.399108886719
"H02601-04-02","P02601-004","102100250104",2102100250103,2601,3,2,3,12,,1,28,25,11,1985,5,1,,,937.399108886719
"H02601-04-02","P02601-005","102100250105",2102100250103,2601,4,2,3,12,,1,28,25,11,1985,5,2,1,102,937.399108886719
"H02601-04-02","P02601-007","102100250107",2102100250103,2601,5,2,3,3,15,4,19,3,5,1994,5,1,,,937.399108886719
"H02601-04-02","P02601-008","102100250108",2102100250103,2601,6,2,7,3,5,4,25,99,6,1988,5,2,1,102,937.399108886719
"H02601-04-02","P02601-009","102100250109",2102100250103,2601,7,2,4,12,,1,6,10,5,2007,,1,,,937.399108886719
"H02601-04-02","P02601-010","102100250110",2102100250103,2601,8,1,10,12,,1,12,99,99,2001,5,1,,,937.399108886719
"H02601-04-02","P02601-012","102100250112",2102100250103,2601,9,1,4,3,15,4,4,99,99,2009,,1,,,937.399108886719
"H02602-04-01","P02602-001","102100250201",1021002502,2602,1,1,1,12,,1,79,99,99,1934,2,1,,,1874.79821777344
"H02602-04-01","P02602-002","102100250202",1021002502,2602,2,2,2,12,,1,74,99,99,1939,2,1,,,1874.79821777344
"H02602-04-01","P02602-003","102100250203",1021002502,2602,3,1,3,12,,1,38,99,4,1975,3,1,,,1874.79821777344
"H02602-04-01","P02602-005","102100250205",1021002502,2602,4,2,2,12,,1,37,99,10,1976,2,1,,,1874.79821777344
"H02602-04-01","P02602-006","102100250206",1021002502,2602,5,1,3,12,,1,20,3,5,1993,5,1,,,1874.79821777344
"H02602-04-01","P02602-007","102100250207",1021002502,2602,6,1,3,12,,1,19,4,7,1994,5,1,,,1874.79821777344
"H02602-04-01","P02602-008","102100250208",1021002502,2602,7,1,3,12,,1,17,27,6,1996,5,1,,,1874.79821777344
"H02602-04-01","P02602-009","102100250209",1021002502,2602,8,2,3,12,,1,16,27,2,1998,5,1,,,1874.79821777344
"H02602-04-01","P02602-010","102100250210",1021002502,2602,9,1,3,12,,1,11,13,8,2002,5,1,,,1874.79821777344
"H02602-04-01","P02602-011","102100250211",1021002502,2602,10,2,3,12,,1,9,19,2,2005,,1,,,1874.79821777344
"H02602-04-01","P02602-023","102100250223",1021002502,2602,11,1,3,12,,1,3,24,1,2011,,1,,,1874.79821777344
"H02608-04-01","P02608-001","102100250801",1021002508,2608,1,1,1,12,,1,65,99,99,1948,1,1,,,937.399108886719
"H02608-04-01","P02608-003","102100250803",1021002508,2608,2,1,3,12,,1,22,9,2,1992,5,1,,,937.399108886719
"H02608-04-01","P02608-009","102100250809",1021002508,2608,3,2,2,12,,1,39,25,12,1974,1,1,,,937.399108886719
"H02608-04-01","P02608-010",,1021002508,,4,2,3,12,,1,1,28,9,2012,,1,,,937.399108886719
"H02608-04-02","P02608-004","102100250804",,2608,1,1,1,12,,1,28,30,3,1986,1,1,,,937.399108886719
"H02608-04-02","P02608-011",,,,2,2,2,12,,1,24,4,11,1989,1,1,,,937.399108886719
"H02608-04-02","P02608-012",,,,3,2,3,12,,1,0,25,10,2013,,1,,,937.399108886719
"H02609-04-01","P02609-001","102100250901",1021002509,2609,1,1,1,12,,1,59,16,12,1954,1,1,,,1874.79821777344
"H02609-04-01","P02609-002","102100250902",1021002509,2609,2,2,3,12,,1,26,6,2,1988,5,1,,,1874.79821777344
"H02703-04-02","P02703-001","102100260301",102100260304,2703,1,1,1,12,,2,41,5,1,1972,1,1,,,1874.79821777344
"H02703-04-02","P02703-016",,102100260304,,2,2,2,12,,1,38,14,2,1975,1,1,,,1874.79821777344
"H02703-04-02","P02703-017",,102100260304,,3,1,3,12,,1,8,21,12,2004,,1,,,1874.79821777344
"H02703-04-02","P02703-018",,102100260304,,4,1,3,12,,1,7,17,5,2006,,1,,,1874.79821777344
"H02705-04-01","P02705-001","102100260501",1021002605,2705,1,1,1,12,,2,51,99,99,1962,2,1,,,937.399108886719
"H02705-04-01","P02705-008",,1021002605,,2,2,2,12,,1,49,99,99,1964,2,1,,,937.399108886719
"H02705-04-01","P02705-009",,1021002605,,3,1,3,12,,1,15,1,1,1998,5,1,,,937.399108886719
"H02705-04-02","P02705-003","102100260503",,2705,1,1,1,5,13,1,23,21,3,1991,5,1,,,937.399108886719
"H02706-04-01","P02706-009","1021002606060",1021002606,2706,1,1,1,12,,1,27,5,8,1986,1,,,,1874.79821777344
"H02706-04-01","P02706-014",,1021002606,,2,2,2,12,,1,27,26,2,1986,1,,,,1874.79821777344
"H02706-04-01","P02706-015",,1021002606,,3,2,3,12,,1,1,26,1,2012,,,,,1874.79821777344
"H02710-04-01","P02710-001","102100261001",1021002610,2710,1,2,1,12,,1,74,99,5,1939,2,1,,,1874.79821777344
"H02710-04-01","P02710-002","102100261002",1021002610,2710,2,2,3,12,,1,51,99,2,1962,5,1,,,1874.79821777344
"H02710-04-01","P02710-004","102100261004",1021002610,2710,3,1,4,12,,1,16,99,99,1997,5,1,,,1874.79821777344
"H02710-04-01","P02710-005","102100261005",1021002610,2710,4,2,4,3,15,4,16,99,99,1997,5,1,,,1874.79821777344
"H02710-04-01","P02710-006","102100261006",1021002610,2710,5,1,4,12,,1,7,12,8,2006,,1,,,1874.79821777344
"H02710-04-01","P02710-007","102100261007",1021002610,2710,6,2,4,12,,1,7,12,8,2006,,1,,,1874.79821777344
"H02710-04-01","P02710-009","102100261009",1021002610,2710,7,1,4,3,15,4,16,99,99,1997,5,1,,,1874.79821777344
"H02710-04-01","P02710-011",,1021002610,,9,1,4,12,,1,7,99,99,2006,,1,,,1874.79821777344
"H02710-04-01","P02710-012",,1021002610,,10,1,4,12,,1,3,20,2,2010,,1,,,1874.79821777344
"H02711-04-01","P02711-001","102100261101",1021002611,2711,1,1,1,12,,1,70,18,9,1943,1,1,,,624.932739257813
"H02711-04-02","P02711-004","102100261104",,2711,1,1,1,12,,2,22,99,99,1991,5,1,,,624.932739257813
"H02711-04-02","P02711-006","102100261106",,2711,2,1,6,12,,1,20,99,99,1993,5,1,,,624.932739257813
"H02711-04-03","P02711-005","102100261105",,2711,1,2,2,12,,1,25,11,4,1988,1,1,,,624.932739257813
"H02711-04-03","P02711-008",,,,2,1,1,12,,1,38,1,1,1975,1,1,,,624.932739257813
"H02711-04-03","P02711-009",,,,3,1,3,6,15,2,7,99,1,2006,,1,,,624.932739257813
"H02711-04-03","P02711-010",,,,4,1,3,12,,1,4,14,9,2009,,1,,,624.932739257813
"H02711-04-03","P02711-011",,,,5,1,3,12,,1,1,5,9,2012,,1,,,624.932739257813
"H02711-04-03","P02711-012",,,,6,2,10,1,20,1,21,99,99,1992,3,1,,,624.932739257813
"H02802-04-01","P02802-001","102100270201",1021002702,2802,1,1,1,12,,1,47,99,99,1966,1,1,,,1874.79821777344
"H02802-04-01","P02802-002","102100270202",1021002702,2802,2,2,2,12,,1,39,27,11,1974,1,1,,,1874.79821777344
"H02802-04-01","P02802-003","102100270203",1021002702,2802,3,2,3,12,,1,20,27,5,1993,5,1,,,1874.79821777344
"H02802-04-01","P02802-004","102100270204",1021002702,2802,4,1,3,12,,1,19,2,10,1994,5,1,,,1874.79821777344
"H02802-04-01","P02802-005","102100270205",1021002702,2802,5,2,3,12,,1,17,23,3,1996,5,1,,,1874.79821777344
"H02802-04-01","P02802-006","102100270206",1021002702,2802,6,1,3,12,,1,22,99,99,1991,5,1,,,1874.79821777344
"H02802-04-01","P02802-007",,1021002702,,7,1,3,12,,1,17,99,99,1996,5,1,,,1874.79821777344
"H02803-04-01","P02803-001","102100270301",1021002703,2803,1,1,1,12,,1,53,30,11,1960,1,1,,,1874.79821777344
"H02803-04-01","P02803-002","102100270302",1021002703,2803,2,2,2,12,,1,39,99,99,1974,1,1,,,1874.79821777344
"H02803-04-01","P02803-003","102100270303",1021002703,2803,3,1,3,8,15,3,18,99,99,1995,5,1,,,1874.79821777344
"H02803-04-01","P02803-004","102100270304",1021002703,2803,4,2,3,9,15,4,16,99,99,1997,5,1,,,1874.79821777344
"H02803-04-01","P02803-005","102100270305",1021002703,2803,5,2,3,12,,1,7,99,99,2006,,1,,,1874.79821777344
"H02803-04-01","P02803-006","102100270306",1021002703,2803,6,2,3,12,,1,5,25,6,2008,,1,,,1874.79821777344
"H02811-04-01","P02811-001","102100271101",1021002711,2811,1,2,1,12,,1,47,23,11,1966,3,1,,,1874.79821777344
"H02811-04-01","P02811-003","102100271103",1021002711,2811,3,2,3,3,15,4,23,13,12,1989,5,1,,,1874.79821777344
"H02811-04-01","P02811-004","102100271104",1021002711,2811,4,2,3,12,,1,18,20,6,1995,5,1,,,1874.79821777344
"H02811-04-01","P02811-005","102100271105",1021002711,2811,5,2,7,12,,2,12,99,99,2001,5,1,,,1874.79821777344
"H03001-04-01","P03001-001","102100290101",1021002901,3001,1,1,1,12,,1,30,14,7,1983,2,1,,,1874.79821777344
"H03001-04-01","P03001-002","102100290102",1021002901,3001,2,2,2,12,,1,22,21,7,1991,2,1,,,1874.79821777344
"H03001-04-01","P03001-003","102100290103",1021002901,3001,3,2,3,12,,1,4,23,5,2009,,1,,,1874.79821777344
"H03001-04-01","P03001-004","102100290104",1021002901,3001,4,1,6,12,,1,11,99,99,2002,5,1,,,1874.79821777344
"H03001-04-01","P03001-005","102100290105",1021002901,3001,5,1,10,12,,2,7,99,99,2006,,2,1,115,1874.79821777344
"H03001-04-01","P03001-006",,1021002901,,6,1,3,12,,1,1,22,10,2012,,1,,,1874.79821777344
"H03003-04-01","P03003-001","102100290301",1021002903,3003,1,1,1,12,,1,30,11,5,1983,1,1,,,1874.79821777344
"H03003-04-01","P03003-002","102100290302",1021002903,3003,2,2,2,12,,1,21,27,2,1992,1,1,,,1874.79821777344
"H03003-04-01","P03003-003","102100290303",1021002903,3003,3,2,3,12,,1,6,10,10,2007,,1,,,1874.79821777344
"H03003-04-01","P03003-004","102100290304",1021002903,3003,4,2,3,12,,1,4,21,2,2009,,1,,,1874.79821777344
"H03003-04-01","P03003-006","102100290306",1021002903,3003,6,1,3,12,,1,2,7,3,2011,,1,,,1874.79821777344
"H03005-04-01","P03005-001","102100290501",1021002905,3005,1,2,1,12,,1,73,24,12,1940,3,1,,,1874.79821777344
"H03005-04-01","P03005-002","102100290502",1021002905,3005,2,2,3,12,,1,31,17,5,1982,5,1,,,1874.79821777344
"H03005-04-01","P03005-004","102100290504",1021002905,3005,4,2,4,12,,1,10,99,99,2003,5,1,,,1874.79821777344
"H03005-04-01","P03005-005","102100290505",1021002905,3005,5,1,4,12,,1,2,2,3,2011,,1,,,1874.79821777344
"H03005-04-01","P03005-006","102100290506",1021002905,3005,6,2,4,12,,1,12,99,99,2001,5,1,,,1874.79821777344
"H03006-04-01","P03006-001","102100290601",1021002906,3006,1,2,1,12,,1,68,99,99,1945,3,1,,,1874.79821777344
